"","id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","weight_kg","weight_class"
"2943","2515-P",22,515.100251291879,"KTTZN","Paris","Florida","UK","Local Pumpkin Festival","1191 F","1946 V",298,563,-5,"Naples Long",233.645353183986,"Light"
"2944","2034-P",97,529.639291602932,"VNHZU","Houston","Florida","USA","National Pumpkin Festival","1412 Y","1147 Z",299,580,-12,"Naples Long",240.240145556757,"Light"
"2945","2217-P",99,514.810102733783,"OEBER","Nottingham","Texas","UK","Regional Pumpkin Festival","1858 J","1291 W",276,463,16,"Long Pie",233.513744119222,"Light"
"2946","2401-P",18,513.914771401323,"HJRXJ","Los Angeles","California","UK","Local Pumpkin Festival","1949 Q","1768 L",-3,-3,5,"Sugar Pie",233.107628989469,"Light"
"2947","2464-P",23,525.246330525726,"LZYTO","Nottingham","New York","USA","Local Pumpkin Festival","1440 A","1188 M",0,3,1,"Sugar Pie",238.247533555825,"Light"
"2948","2334-P",78,514.310413342342,"ZMVKT","Nottingham","New York","UK","Local Pumpkin Festival","1048 R","1302 F",275,468,5,"Yuxijiangbinggua",233.28708900878,"Light"
"2949","2967-P",86,522.051026202738,"EVFFT","Nottingham","New York","Australia","National Pumpkin Festival","1324 C","1361 A",286,536,-7,"Sugar Pie",236.798169077352,"Light"
"2950","2190-P",15,523.461079682223,"NCUVS","Paris","New York","USA","Regional Pumpkin Festival","1205 I","1083 D",-5,-2,3,"Naples Long",237.437758055219,"Light"
"2951","2728-P",37,515.726594978943,"WPHAT","Nottingham","Florida","UK","Local Pumpkin Festival","1989 U","1427 J",285,501,1,"Sugar Pie",233.929457669689,"Light"
"2952","2329-P",77,515.86806944944,"NUEHT","Nottingham","Texas","Australia","Local Pumpkin Festival","1448 X","1803 Z",301,637,-22,"Yuxijiangbinggua",233.99362935771,"Light"
"2953","2187-P",18,510.723227116279,"LNVMG","New York","Florida","UK","Regional Pumpkin Festival","1664 M","1708 W",1,1,-2,"Long Pie",231.659970034127,"Light"
"2954","2044-P",85,499.242974467576,"JFLYD","Nottingham","Florida","UK","Regional Pumpkin Festival","1189 B","1994 D",300,568,-13,"Naples Long",226.452619274697,"Light"
"2955","2038-P",96,502.044284072705,"FAXJB","Los Angeles","New York","UK","Local Pumpkin Festival","1677 X","1875 U",290,536,-7,"Yuxijiangbinggua",227.723270901106,"Light"
"2956","2815-P",28,495.73852438014,"OLQFH","Paris","New York","USA","National Pumpkin Festival","1815 R","1622 P",-2,3,0,"Naples Long",224.863028750636,"Light"
"2957","2971-P",64,487.448936155997,"DKKOY","New York","Florida","Australia","National Pumpkin Festival","1574 D","1866 U",272,450,7,"Yuxijiangbinggua",221.102937848871,"Light"
"2958","2969-P",87,495.83005154226,"EMDPB","Nottingham","Texas","Australia","National Pumpkin Festival","1401 P","1407 X",267,415,17,"Naples Long",224.904544739157,"Light"
"2959","2856-P",30,482.748070409521,"CZBRK","Houston","Florida","USA","National Pumpkin Festival","1427 M","1414 G",276,462,6,"Long Pie",218.970662753196,"Light"
"2960","2251-P",81,492.377081407234,"THXCP","Paris","California","UK","Regional Pumpkin Festival","1129 R","1168 M",273,449,8,"Long Pie",223.33830510967,"Light"
"2961","2480-P",46,479.299083305523,"JXIWW","Houston","Florida","UK","Regional Pumpkin Festival","1754 M","1211 T",265,404,23,"Naples Long",217.406229794719,"Light"
"2962","2399-P",39,487.610272721387,"WOVKN","Houston","New York","UK","Local Pumpkin Festival","1425 R","1129 P",288,510,-6,"Naples Long",221.17611882424,"Light"
"2963","2632-P",72,471.988422657363,"GHHBX","Paris","Texas","Australia","National Pumpkin Festival","1258 Y","1069 K",275,460,-1,"Long Pie",214.090172609999,"Light"
"2964","2700-P",20,477.419376964867,"ELEQW","Houston","New York","Australia","Regional Pumpkin Festival","1796 G","1234 H",282,504,-1,"Naples Long",216.553610036248,"Light"
"2965","2660-P",95,477.330943361856,"GHIPJ","New York","California","UK","Regional Pumpkin Festival","1912 Z","1494 K",-4,2,-4,"Yuxijiangbinggua",216.513497261391,"Light"
"2966","2780-P",71,477.469257926568,"JKLOF","New York","California","USA","National Pumpkin Festival","1909 B","1179 O",283,524,-9,"Sugar Pie",216.576235641428,"Light"
"2967","2576-P",62,465.198918877169,"AJSJT","Chicago","Florida","USA","Regional Pumpkin Festival","1415 I","1047 S",275,451,5,"Long Pie",211.010508011333,"Light"
"2968","2556-P",45,479.392016598955,"QTNJI","Chicago","Florida","Australia","National Pumpkin Festival","1996 E","1552 K",1,-5,3,"Sugar Pie",217.448383593153,"Light"
"2969","2745-P",46,463.567132181115,"MUZEX","Houston","California","UK","Regional Pumpkin Festival","1001 M","1961 L",279,494,-7,"Sugar Pie",210.270342620297,"Light"
"2970","2363-P",34,460.768905426748,"QDOIH","New York","New York","Australia","Regional Pumpkin Festival","1110 J","1739 V",268,431,11,"Sugar Pie",209.00108935033,"Light"
"2971","2047-P",97,466.74360198807,"MYRED","Paris","Texas","UK","Local Pumpkin Festival","1779 I","1219 N",287,558,-19,"Long Pie",211.711163912973,"Light"
"2972","2565-P",63,459.965277164243,"OCSMM","New York","New York","Australia","Regional Pumpkin Festival","1929 E","1373 F",268,414,17,"Sugar Pie",208.636569999483,"Light"
"2973","2517-P",23,474.748431970365,"YTYIB","New York","New York","Australia","Regional Pumpkin Festival","1676 Z","1067 C",-2,3,-5,"Long Pie",215.342090754302,"Light"
"2974","2446-P",16,466.320884576999,"TVOKZ","Los Angeles","Texas","UK","Local Pumpkin Festival","1648 D","1914 Q",268,451,1,"Long Pie",211.51942267705,"Light"
"2975","2168-P",48,458.480817197822,"RPMJS","Paris","New York","Australia","Regional Pumpkin Festival","1186 X","1404 I",282,500,-6,"Yuxijiangbinggua",207.963230834394,"Light"
"2976","2828-P",71,448.811537354253,"BMXGT","Los Angeles","Florida","Australia","Regional Pumpkin Festival","1634 B","1532 L",-2,4,2,"Yuxijiangbinggua",203.57732285159,"Light"
"2977","2573-P",34,461.591512877308,"LYIXC","Paris","Texas","UK","Local Pumpkin Festival","1157 C","1902 H",267,442,6,"Naples Long",209.374217509044,"Light"
"2978","2527-P",9,448.396402602643,"UHXVJ","New York","Florida","UK","National Pumpkin Festival","1322 Q","1565 X",268,454,0,"Yuxijiangbinggua",203.389021049338,"Light"
"2979","2452-P",71,443.950782732107,"WTCJN","Los Angeles","California","USA","Local Pumpkin Festival","1274 Z","1348 S",262,405,11,"Naples Long",201.372523441022,"Light"
"2980","2642-P",32,437.975520779751,"THMOO","Paris","Texas","Australia","Regional Pumpkin Festival","1227 F","1291 B",-3,-1,-1,"Naples Long",198.662192421529,"Light"
"2981","2237-P",38,444.646939358115,"CHETW","Nottingham","Texas","UK","National Pumpkin Festival","1294 D","1675 D",-1,1,3,"Long Pie",201.688294517326,"Light"
"2982","2163-P",41,442.282886037603,"OXYNJ","Nottingham","New York","USA","Regional Pumpkin Festival","1712 D","1380 U",263,422,5,"Naples Long",200.615978843568,"Light"
"2983","2128-P",20,436.354740765877,"DFXSZ","Houston","New York","USA","National Pumpkin Festival","1230 Q","1083 V",267,438,-5,"Naples Long",197.927019573476,"Light"
"2984","2643-P",10,433.07023697719,"KFRGX","Los Angeles","New York","USA","National Pumpkin Festival","1584 X","1501 C",271,422,-1,"Long Pie",196.437194930957,"Light"
"2985","2195-P",94,438.220545909368,"GWFXQ","Paris","New York","USA","Local Pumpkin Festival","1349 U","1252 V",264,437,-3,"Long Pie",198.773333860122,"Light"
"2986","2632-P",44,424.964457058348,"OYGLA","Los Angeles","Texas","UK","Regional Pumpkin Festival","1561 B","1048 H",1,-2,-5,"Sugar Pie",192.76047800601,"Light"
"2987","2895-P",29,422.66778668575,"OFBNX","Chicago","Texas","USA","Regional Pumpkin Festival","1655 D","1983 U",-2,2,-1,"Long Pie",191.718726698363,"Light"
"2988","2323-P",22,433.600877928548,"KZXQH","Nottingham","New York","Australia","Local Pumpkin Festival","1509 P","1279 I",271,436,-2,"Sugar Pie",196.677889421366,"Light"
"2989","2216-P",58,423.40830782894,"FPTFO","New York","Texas","USA","Regional Pumpkin Festival","1155 Y","1234 H",266,414,1,"Sugar Pie",192.054621164745,"Light"
"2990","2971-P",27,418.442224305496,"VTBPR","Nottingham","California","USA","National Pumpkin Festival","1820 I","1968 W",0,-5,4,"Yuxijiangbinggua",189.802045407178,"Light"
"2991","2082-P",27,410.936473715119,"KGKJG","Nottingham","Texas","USA","Regional Pumpkin Festival","1762 H","1814 H",272,444,-11,"Sugar Pie",186.397496985388,"Light"
"2992","2172-P",30,408.774393614382,"KDPBU","New York","New York","UK","National Pumpkin Festival","1475 C","1396 F",267,409,3,"Naples Long",185.416794748335,"Light"
"2993","2827-P",62,420.274121059105,"OOKGW","Nottingham","Texas","UK","Regional Pumpkin Festival","1189 B","1671 K",272,428,-1,"Long Pie",190.632979119441,"Light"
"2994","2898-P",93,417.113513327204,"TNDPW","Houston","Texas","UK","National Pumpkin Festival","1698 T","1194 I",277,467,-16,"Sugar Pie",189.199352737113,"Light"
"2995","2994-P",23,407.019056390971,"KLSUG","Nottingham","California","UK","Regional Pumpkin Festival","1513 Y","1014 W",259,375,11,"Sugar Pie",184.620587826493,"Light"
"2996","2667-P",63,403.53989010863,"ETDJC","Los Angeles","New York","Australia","Local Pumpkin Festival","1669 P","1526 T",264,436,-3,"Naples Long",183.042465834154,"Light"
"2997","2883-P",86,395.233898762427,"RITBY","Los Angeles","Florida","UK","Local Pumpkin Festival","1730 L","1447 W",263,415,-6,"Long Pie",179.274934607447,"Light"
"2998","2872-P",70,394.565044798702,"FERGT","Chicago","Texas","Australia","Local Pumpkin Festival","1946 Y","1041 Z",3,-5,-1,"Sugar Pie",178.971547800333,"Light"
"2999","2901-P",4,401.086083509959,"IPJSL","Chicago","Texas","UK","Regional Pumpkin Festival","1650 X","1220 S",252,376,4,"Long Pie",181.929438791449,"Light"
"3000","2533-P",4,409.506243161857,"QVNUM","Houston","Florida","USA","National Pumpkin Festival","1922 X","1406 C",274,458,-12,"Sugar Pie",185.748755848273,"Light"
"3001","2436-P",62,405.953773437068,"RLSCQ","Chicago","Texas","UK","National Pumpkin Festival","1445 T","1923 H",258,374,12,"Sugar Pie",184.137384000866,"Light"
"3002","2972-P",54,393.5099562658,"NQVZC","Nottingham","Texas","USA","Regional Pumpkin Festival","1015 Z","1013 H",256,355,8,"Naples Long",178.492968082517,"Light"
"3003","2868-P",45,399.851460125297,"NIGEI","New York","Florida","UK","National Pumpkin Festival","1325 M","1885 B",272,437,-10,"Naples Long",181.369423501154,"Light"
"3004","2518-P",19,395.907939713448,"JHKLS","Nottingham","New York","USA","Regional Pumpkin Festival","1869 D","1086 I",257,372,2,"Sugar Pie",179.580674190502,"Light"
"3005","2566-P",54,403.826126969419,"ZUCXB","Los Angeles","Texas","Australia","Local Pumpkin Festival","1385 S","1337 I",259,373,4,"Sugar Pie",183.172300584313,"Light"
"3006","2798-P",35,389.434279073961,"QXWUE","Houston","Florida","USA","Regional Pumpkin Festival","1403 U","1656 Q",243,340,10,"Sugar Pie",176.644273513716,"Light"
"3007","2960-P",48,393.124988697656,"ZVYGS","Paris","New York","USA","Local Pumpkin Festival","1268 R","1808 H",4,-1,5,"Long Pie",178.318349873347,"Light"
"3008","2817-P",17,392.300432681106,"HSLWP","Chicago","Texas","USA","National Pumpkin Festival","1826 F","1303 Z",250,349,14,"Long Pie",177.944337860688,"Light"
"3009","2639-P",9,400.834038414992,"WBMPT","Nottingham","California","Australia","National Pumpkin Festival","1209 H","1069 U",5,1,-3,"Sugar Pie",181.815113152733,"Light"
"3010","2720-P",26,397.212118991651,"DXFZK","Chicago","Texas","UK","Regional Pumpkin Festival","1616 K","1692 P",239,325,17,"Naples Long",180.172239477661,"Light"
"3011","2548-P",16,398.81198801659,"ERXDV","Houston","California","USA","Local Pumpkin Festival","1481 U","1104 X",279,480,-16,"Sugar Pie",180.897927268421,"Light"
"3012","2147-P",91,392.626837992109,"INBCG","Chicago","Texas","USA","National Pumpkin Festival","1446 D","1258 X",2,-3,0,"Naples Long",178.092392698517,"Light"
"3013","2344-P",73,394.088530073874,"CECMF","Nottingham","Texas","UK","Local Pumpkin Festival","1084 L","1475 M",117,46,673,"Naples Long",178.755404533269,"Light"
"3014","2015-P",63,386.246478002705,"YBRLQ","Chicago","Florida","USA","Local Pumpkin Festival","1677 X","1120 N",-4,5,-2,"Sugar Pie",175.198312450203,"Light"
"3015","2230-P",34,392.775543846004,"MYSCR","Nottingham","Texas","UK","Local Pumpkin Festival","1438 D","1530 O",259,387,-5,"Yuxijiangbinggua",178.159844484196,"Light"
"3016","2818-P",64,391.106681634672,"MSYWD","Los Angeles","Texas","UK","Local Pumpkin Festival","1566 E","1419 X",254,370,0,"Yuxijiangbinggua",177.402861936034,"Light"
"3017","2500-P",92,387.053332441486,"QWKXS","Paris","Texas","USA","Regional Pumpkin Festival","1906 G","1832 M",263,423,-5,"Yuxijiangbinggua",175.564295168799,"Light"
"3018","2031-P",14,378.352358290739,"BEDFK","Chicago","Texas","Australia","Regional Pumpkin Festival","1613 I","1917 L",270,438,-17,"Naples Long",171.617602901813,"Light"
"3019","2194-P",9,368.599630244076,"GZBBS","New York","New York","Australia","National Pumpkin Festival","1050 U","1139 Q",246,321,19,"Long Pie",167.193843481671,"Light"
"3020","2252-P",63,365.553455499001,"BROQA","Nottingham","Texas","Australia","National Pumpkin Festival","1360 K","1408 V",257,380,3,"Yuxijiangbinggua",165.812122986703,"Light"
"3021","2413-P",10,381.501994060352,"TCFNY","Houston","Texas","Australia","National Pumpkin Festival","1116 M","1900 Q",247,329,11,"Long Pie",173.046252489823,"Light"
"3022","2145-P",22,367.845891101658,"FKDFC","Paris","California","Australia","Regional Pumpkin Festival","1169 F","1146 N",-4,-5,-3,"Yuxijiangbinggua",166.851953436583,"Light"
"3023","2923-P",45,380.045395435765,"MNAAV","Houston","California","USA","Regional Pumpkin Festival","1626 E","1728 G",-3,-5,-4,"Yuxijiangbinggua",172.3855510065,"Light"
"3024","2798-P",98,381.361740600318,"DJUAR","Los Angeles","California","USA","National Pumpkin Festival","1919 E","1047 W",5,-2,5,"Long Pie",172.982634642379,"Light"
"3025","2879-P",15,365.215214705095,"BMOQQ","Nottingham","California","Australia","Regional Pumpkin Festival","1924 L","1718 M",4,2,-3,"Yuxijiangbinggua",165.658699668513,"Light"
"3026","2438-P",68,362.17555902712,"HACYY","Los Angeles","California","USA","Local Pumpkin Festival","1616 K","1661 R",252,348,10,"Long Pie",164.27993617023,"Light"
"3027","2449-P",65,374.678713623434,"EZJZK","Los Angeles","Texas","Australia","Local Pumpkin Festival","1880 F","1744 X",233,293,30,"Yuxijiangbinggua",169.951267069881,"Light"
"3028","2018-P",4,373.819009033963,"LMTZW","Nottingham","New York","Australia","Regional Pumpkin Festival","1292 O","1434 Y",257,398,-3,"Long Pie",169.561311945733,"Light"
"3029","2515-P",20,348.392275134102,"UWQVA","Chicago","New York","Australia","Regional Pumpkin Festival","1380 E","1738 N",257,367,-2,"Long Pie",158.027948862627,"Light"
"3030","2191-P",51,363.261142103001,"LPOZF","Nottingham","Texas","USA","Regional Pumpkin Festival","1596 G","1374 Z",257,385,-6,"Long Pie",164.772347968785,"Light"
"3031","2786-P",98,358.318341464736,"EKJCE","Nottingham","Texas","Australia","Local Pumpkin Festival","1434 S","1495 H",243,326,7,"Naples Long",162.530333141672,"Light"
"3032","2787-P",87,339.287291004322,"MOPQP","Paris","Florida","Australia","National Pumpkin Festival","1875 Q","1051 P",252,341,1,"Sugar Pie",153.898000901233,"Light"
"3033","2101-P",7,333.210398460738,"OKTSV","Los Angeles","New York","USA","National Pumpkin Festival","1120 W","1141 E",243,336,4,"Long Pie",151.141571058603,"Light"
"3034","2927-P",32,335.959424220957,"PYYXX","Nottingham","Texas","Australia","National Pumpkin Festival","1929 B","1950 D",-2,0,-2,"Yuxijiangbinggua",152.388507151232,"Light"
"3035","2932-P",6,326.736897969618,"HBDXX","Los Angeles","California","USA","National Pumpkin Festival","1866 G","1229 O",244,311,10,"Naples Long",148.205243023835,"Light"
"3036","2874-P",80,325.534666378051,"NWLZQ","Chicago","California","Australia","National Pumpkin Festival","1486 S","1927 Z",0,-4,1,"Long Pie",147.659920391753,"Light"
"3037","2684-P",74,318.044628954493,"IPKHM","Houston","Florida","USA","Local Pumpkin Festival","1793 B","1064 Z",1,4,4,"Naples Long",144.262499336726,"Light"
"3038","2474-P",70,321.969104586169,"CQKQZ","Houston","New York","USA","Regional Pumpkin Festival","1964 U","1252 E",5,-5,3,"Long Pie",146.04261008745,"Light"
"3039","2422-P",78,316.733873808756,"OLAPZ","Paris","New York","Australia","National Pumpkin Festival","1588 Q","1121 F",237,305,4,"Yuxijiangbinggua",143.667951288661,"Light"
"3040","2053-P",20,307.776026906446,"YOKGF","Nottingham","California","UK","Regional Pumpkin Festival","1486 Q","1704 Y",242,326,-6,"Yuxijiangbinggua",139.604743596548,"Light"
"3041","2947-P",51,309.153184582479,"QKBNW","Nottingham","New York","USA","Regional Pumpkin Festival","1316 I","1032 P",236,312,-3,"Long Pie",140.229411301136,"Light"
"3042","2724-P",52,317.155598823912,"JQTEG","Chicago","Florida","Australia","National Pumpkin Festival","1694 T","1374 I",-4,0,-1,"Long Pie",143.859242381736,"Light"
"3043","2238-P",34,316.499209005386,"DWWOJ","Chicago","California","UK","National Pumpkin Festival","1730 A","1817 I",-5,1,5,"Yuxijiangbinggua",143.561509211171,"Light"
"3044","2501-P",58,309.004802296124,"HLGFT","Paris","New York","UK","Local Pumpkin Festival","1216 H","1994 B",229,284,12,"Long Pie",140.162106283104,"Light"
"3045","2928-P",49,297.82663287688,"NTUEN","Houston","Florida","Australia","National Pumpkin Festival","1896 F","1267 M",246,323,-12,"Yuxijiangbinggua",135.09177805989,"Light"
"3046","2962-P",26,295.660149202682,"RMQXJ","Paris","Texas","Australia","National Pumpkin Festival","1383 H","1948 M",233,272,12,"Sugar Pie",134.109078397143,"Light"
"3047","2680-P",37,301.283724728972,"PVCWP","Nottingham","New York","Australia","Local Pumpkin Festival","1698 X","1282 I",218,243,27,"Long Pie",136.659887267264,"Light"
"3048","2320-P",37,307.488391334191,"YSSQX","Chicago","New York","UK","Regional Pumpkin Festival","1558 P","1585 L",240,309,1,"Naples Long",139.474274402058,"Light"
"3049","2159-P",60,300.577252850868,"YZGLK","New York","California","Australia","National Pumpkin Festival","1077 Q","1783 F",232,294,6,"Yuxijiangbinggua",136.339437275131,"Light"
"3050","2888-P",53,289.158565876074,"ERRFW","Chicago","Florida","USA","National Pumpkin Festival","1167 S","1940 C",235,291,-1,"Naples Long",131.16001221286,"Light"
"3051","2744-P",68,295.665070276521,"WHFKA","Nottingham","Texas","Australia","Regional Pumpkin Festival","1278 D","1092 Z",224,268,10,"Long Pie",134.111310556868,"Light"
"3052","2670-P",3,296.406078162044,"VBIOB","Chicago","New York","USA","Local Pumpkin Festival","1518 N","1491 R",224,266,6,"Yuxijiangbinggua",134.447425805678,"Light"
"3053","2029-P",41,290.434300265275,"JSPRJ","New York","California","Australia","Local Pumpkin Festival","1436 Y","1089 W",234,299,-5,"Sugar Pie",131.738675125927,"Light"
"3054","2938-P",12,296.939125237055,"YTQCR","Paris","Texas","USA","Regional Pumpkin Festival","1790 L","1774 Q",248,318,-15,"Sugar Pie",134.689211694526,"Light"
"3055","2200-P",84,289.532360716723,"ZCYZQ","Houston","Florida","Australia","Local Pumpkin Festival","1116 H","1680 U",237,305,-3,"Naples Long",131.32956256222,"Light"
"3056","2921-P",100,287.305904540233,"SJBMA","Los Angeles","Florida","Australia","Local Pumpkin Festival","1470 W","1045 C",237,290,0,"Naples Long",130.319659852214,"Light"
"3057","2497-P",99,284.971857946366,"VQILX","Nottingham","California","UK","National Pumpkin Festival","1932 R","1031 J",222,242,19,"Naples Long",129.260954989608,"Light"
"3058","2066-P",14,282.213210804574,"VMKXB","Paris","California","UK","Local Pumpkin Festival","1454 Z","1679 C",246,326,-11,"Naples Long",128.009654715268,"Light"
"3059","2701-P",86,289.843108798377,"MGTLQ","Chicago","California","USA","Regional Pumpkin Festival","1604 L","1684 R",245,335,-20,"Sugar Pie",131.470515406074,"Light"
"3060","2159-P",45,278.744187125005,"RDYJV","Houston","Texas","UK","National Pumpkin Festival","1475 H","1658 C",224,241,13,"Sugar Pie",126.436133326405,"Light"
"3061","2963-P",6,275.508972960152,"WYZVJ","Houston","New York","USA","Local Pumpkin Festival","1147 Y","1858 H",4,4,0,"Sugar Pie",124.968666062941,"Light"
"3062","2630-P",23,266.591275113448,"IHVUF","Paris","California","UK","National Pumpkin Festival","1012 O","1789 G",2,4,0,"Long Pie",120.923669661259,"Light"
"3063","2034-P",69,283.905635332689,"GORBP","Houston","Florida","UK","Local Pumpkin Festival","1044 Z","1894 M",225,255,10,"Long Pie",128.777324941825,"Light"
"3064","2777-P",31,264.557865722105,"DTBUS","Houston","California","USA","National Pumpkin Festival","1461 X","1325 V",234,288,0,"Naples Long",120.001331428621,"Light"
"3065","2377-P",41,267.725504569709,"SDSRM","Houston","New York","USA","Local Pumpkin Festival","1857 G","1515 A",223,246,8,"Yuxijiangbinggua",121.438147068784,"Light"
"3066","2497-P",66,266.538685036078,"UPEDY","Chicago","California","USA","National Pumpkin Festival","1258 N","1898 Y",-1,4,-4,"Yuxijiangbinggua",120.899815222885,"Light"
"3067","2927-P",10,259.783716098405,"BFNKD","Nottingham","Florida","UK","National Pumpkin Festival","1634 W","1197 O",220,261,5,"Naples Long",117.835815352508,"Light"
"3068","2937-P",55,259.810290632769,"UOQNP","New York","Florida","USA","National Pumpkin Festival","1863 V","1948 R",242,295,-9,"Naples Long",117.847869348699,"Light"
"3069","2467-P",96,266.190789322369,"NVCHI","Nottingham","New York","Australia","Local Pumpkin Festival","1452 J","1260 I",-4,-5,-3,"Naples Long",120.742012510312,"Light"
"3070","2471-P",95,267.040076069534,"WBSZI","Los Angeles","New York","UK","Local Pumpkin Festival","1081 J","1280 J",214,231,10,"Long Pie",121.127242184532,"Light"
"3071","2656-P",22,249.421092860401,"IASGY","Paris","California","Australia","National Pumpkin Festival","1417 J","1109 E",212,221,15,"Sugar Pie",113.135412352735,"Light"
"3072","2474-P",9,256.661618570797,"MGAKS","Paris","New York","USA","Regional Pumpkin Festival","1538 Y","1419 I",225,273,-12,"Long Pie",116.419656890765,"Light"
"3073","2957-P",26,253.939623530954,"ZKYIY","Nottingham","California","USA","Regional Pumpkin Festival","1700 B","1856 B",223,260,-8,"Long Pie",115.184981716653,"Light"
"3074","2721-P",68,233.112551206723,"YVPNG","Houston","Florida","UK","Local Pumpkin Festival","1806 C","1708 Y",207,206,24,"Sugar Pie",105.73798832696,"Light"
"3075","2472-P",21,238.280067340471,"MTHWS","Nottingham","New York","USA","Regional Pumpkin Festival","1699 Y","1978 I",218,239,-1,"Naples Long",108.081932305099,"Light"
"3076","2838-P",90,239.842430717126,"CXWQF","New York","California","USA","National Pumpkin Festival","1410 M","1531 A",-4,1,5,"Sugar Pie",108.790607833842,"Light"
"3077","2764-P",61,228.746559977531,"EHWFW","Los Angeles","Texas","Australia","Regional Pumpkin Festival","1115 X","1995 D",1,-5,3,"Naples Long",103.757609633328,"Light"
"3078","2659-P",76,226.90682525374,"OHKZB","Chicago","California","USA","Local Pumpkin Festival","1093 D","1648 B",217,226,4,"Naples Long",102.923120680494,"Light"
"3079","2820-P",70,235.569886762276,"MVJKA","New York","California","UK","Local Pumpkin Festival","1498 B","1976 M",229,265,-6,"Long Pie",106.852616076274,"Light"
"3080","2444-P",8,245.397813997231,"BOTMG","New York","Texas","UK","Local Pumpkin Festival","1013 K","1210 M",219,245,-7,"Sugar Pie",111.310485246632,"Light"
"3081","2127-P",92,241.300564762205,"BBQHV","Nottingham","California","Australia","Local Pumpkin Festival","1760 J","1626 V",-5,3,-4,"Yuxijiangbinggua",109.452005771618,"Light"
"3082","2065-P",27,236.171652960591,"MZAJO","Nottingham","California","UK","Local Pumpkin Festival","1706 S","1461 S",203,209,15,"Naples Long",107.1255724097,"Light"
"3083","2272-P",97,233.175846327282,"XZKPJ","Chicago","New York","Australia","Regional Pumpkin Festival","1913 V","1264 R",212,208,12,"Naples Long",105.766698487285,"Light"
"3084","2026-P",87,225.126799786463,"NPACN","New York","Texas","Australia","National Pumpkin Festival","1121 F","1141 Y",204,211,2,"Naples Long",102.115715368741,"Light"
"3085","2744-P",44,228.149106811732,"XCSTG","New York","Florida","UK","National Pumpkin Festival","1256 E","1316 F",208,200,5,"Naples Long",103.486609656947,"Light"
"3086","2656-P",28,223.602095064707,"CQTVQ","New York","California","UK","Regional Pumpkin Festival","1208 N","1765 M",218,229,2,"Long Pie",101.424121504591,"Light"
"3087","2229-P",37,219.463526098989,"RIUWK","Chicago","New York","USA","Local Pumpkin Festival","1235 X","1507 Y",207,201,-1,"Naples Long",99.5468997302926,"Light"
"3088","2575-P",70,210.275749617256,"BRPJX","Nottingham","Florida","Australia","National Pumpkin Festival","1888 X","1772 F",214,223,-6,"Naples Long",95.3793978203905,"Light"
"3089","2379-P",43,209.900990788825,"ZREAL","Chicago","Florida","Australia","Local Pumpkin Festival","1613 H","1279 X",-2,0,-2,"Yuxijiangbinggua",95.2094102138846,"Light"
"3090","2215-P",85,197.39139043726,"BTBXO","Paris","California","Australia","National Pumpkin Festival","1642 Y","1892 M",207,203,1,"Naples Long",89.5351555712178,"Light"
"3091","2433-P",64,205.155332409032,"GHIGD","Nottingham","California","Australia","Regional Pumpkin Festival","1761 T","1691 T",215,207,-1,"Naples Long",93.0568175380775,"Light"
"3092","2188-P",28,195.741733053699,"IYXCL","Nottingham","New York","USA","National Pumpkin Festival","1085 P","1304 B",193,169,22,"Naples Long",88.7868841792935,"Light"
"3093","2987-P",11,193.031054819934,"VPKKA","Los Angeles","New York","UK","National Pumpkin Festival","1633 R","1198 Q",202,186,5,"Long Pie",87.5573422178835,"Light"
"3094","2188-P",48,185.827996269055,"XZKFX","Paris","New York","USA","National Pumpkin Festival","1472 Y","1556 J",0,-3,2,"Sugar Pie",84.2900924836731,"Light"
"3095","2169-P",63,201.369638943113,"UYVRV","Houston","California","Australia","Local Pumpkin Festival","1721 Z","1492 J",206,206,-2,"Sugar Pie",91.3396572674847,"Light"
"3096","2212-P",19,185.534278541431,"LROGT","Los Angeles","Texas","Australia","National Pumpkin Festival","1771 S","1301 R",3,-1,5,"Sugar Pie",84.1568644721647,"Light"
"3097","2165-P",92,191.652534347586,"YLYDD","Houston","New York","Australia","Regional Pumpkin Festival","1550 T","1338 K",200,186,0,"Sugar Pie",86.9320563597904,"Light"
"3098","2051-P",45,180.974893544801,"ACDCP","Los Angeles","New York","USA","National Pumpkin Festival","1938 U","1190 J",206,183,6,"Yuxijiangbinggua",82.0887639127732,"Light"
"3099","2069-P",10,179.957906557247,"FLKCJ","Houston","New York","USA","Local Pumpkin Festival","1419 Q","1001 O",183,147,20,"Long Pie",81.6274667511148,"Light"
"3100","2904-P",3,185.535865643993,"UUTPV","Paris","New York","USA","Local Pumpkin Festival","1885 Y","1527 H",5,2,-5,"Yuxijiangbinggua",84.1575843691901,"Light"
"3101","2922-P",28,191.419125255197,"FYMUJ","New York","Texas","UK","Regional Pumpkin Festival","1778 F","1080 T",4,0,0,"Long Pie",86.8261838627554,"Light"
"3102","2533-P",73,175.460419366136,"AHTGT","Paris","New York","USA","National Pumpkin Festival","1156 E","1295 O",195,190,3,"Sugar Pie",79.5874425411244,"Light"
"3103","2010-P",63,178.19579606317,"HNKZT","Paris","California","UK","Regional Pumpkin Festival","1959 H","1954 O",204,187,1,"Yuxijiangbinggua",80.8281875278853,"Light"
